Libellé de la commune,Code de la commune,Nom de l'élu,Prénom de l'élu,Date de début du mandat
Oroix,65341,SUZAC,Michel,18/05/2020
Osmets,65342,PIQUE,Eric,18/05/2020
Ossen,65343,ABBADIE CHELLE,Christine,18/05/2020
Ossun,65344,BORDENAVE,Francis,28/06/2020
Ossun-Ez-Angles,65345,DUCLOS,Jean-Marc,18/05/2020
Oueilloux,65346,MARQUE-SANS,Frédéric,18/05/2020
Ourde,65347,RIBES,Jean-Louis,18/05/2020
Ourdis-Cotdoussan,65348,CASSOU,Jean-Noël,18/05/2020
Ourdon,65349,CRAMPE,Jean-Louis,18/05/2020
Oursbelille,65350,FATTA,Henri,18/05/2020
Ousté,65351,FRECHIN,Jean-Pierre,28/06/2020
Ouzous,65352,GOSSET,Dominique,18/05/2020
Ozon,65353,LARRÉ,Michel,28/06/2020
Pailhac,65354,ROBIN,Isabelle,18/05/2020
Paréac,65355,COATRINE,Christelle,18/05/2020
Péré,65356,RODRIGUES,Charles,18/05/2020
Peyraube,65357,LARRÉ,Bernard,18/05/2020
Peyret-Saint-André,65358,LABAT,Pierre,18/05/2020
Peyriguère,65359,ROY,Françoise,18/05/2020
Peyrouse,65360,CAUSSADE,Claude,18/05/2020
Peyrun,65361,CARRILLON,Gilles,18/05/2020
Pierrefitte-Nestalas,65362,PEREIRA DA CUNHA,Noël,18/05/2020
Pinas,65363,DEVAUD,Joël,18/05/2020
Pintac,65364,PÉDAUGÉ,Francis,18/05/2020
Poueyferré,65366,CAZAUBON,Jean-Louis,18/05/2020
Poumarous,65367,LESAULNIER,Rémy,18/05/2020
Pouy,65368,LURDE,Jean,18/05/2020
Pouyastruc,65369,PAILHAS,Michel,18/05/2020
Pouzac,65370,SENTUBERY-CHAGNOT,Patricia,18/05/2020
Préchac,65371,LAC,Christophe,28/06/2020
Pujo,65372,LABEDENS,Pascale,18/05/2020
Puntous,65373,DUFFO,Eric,18/05/2020
Puydarrieux,65374,SORBET,Jean-Louis,18/05/2020
Rabastens-De-Bigorre,65375,THIRAULT,Véronique,18/05/2020
Recurt,65376,PANOFRE,Elisa,18/05/2020
Réjaumont,65377,RAYNAL,Guy,18/05/2020
Ricaud,65378,PAILHE,Alain,18/05/2020
Ris,65379,ACCHINI,Nicole,18/05/2020
Sabalos,65380,MASSET,Didier,18/05/2020
Sabarros,65381,COURTADE,Aimé,18/05/2020
Sacoué,65382,CAVANAC,Jean-Paul,18/05/2020
Sadournin,65383,REY,Henri,18/05/2020
Sailhan,65384,BRUN,Didier,18/05/2020
Saint-Arroman,65385,DUPLAN,Valérie,18/05/2020
Saint-Créac,65386,GRAVELEINE,Gilbert,18/05/2020
Saint-Lanne,65387,SANTACREU,Sandrine,18/05/2020
Saint-Lary-Soulan,65388,MIR,André,18/05/2020
Saint-Laurent-De-Neste,65389,CARRERE,Gilbert,18/05/2020
Saint-Lézer,65390,TISSEDRE,Etienne,18/05/2020
Sainte-Marie,65391,DURAN,André,18/05/2020
Saint-Martin,65392,LASSARRETTE,Jean-Claude,18/05/2020
Saint-Pastous,65393,AOUSTIN,Alexandre,28/06/2020
Saint-Paul,65394,CHANEAU-DUFFAUT,Simone,18/05/2020
Saint-Pé-De-Bigorre,65395,BEAUCOUESTE,Jean-Claude,18/05/2020
Saint-Savin,65396,HAURINE,Jean-Bertrand,18/05/2020
Saint-Sever-De-Rustan,65397,CURDI,Jean-Pierre,18/05/2020
Saléchan,65398,LOUSTAU,Pascal,18/05/2020
Saligos,65399,NADAU,René,18/05/2020
Salles,65400,CUEL,Mathieu,18/05/2020
Salles-Adour,65401,LESGARDS,Claude,18/05/2020
Samuran,65402,TORTORICI,Olivier,18/05/2020
Sanous,65403,DULOUT,Guy,18/05/2020
Sariac-Magnoac,65404,SOLLES,Myriam,18/05/2020
Sarlabous,65405,COMPAGNET,Jean-Paul,18/05/2020
Sarniguet,65406,LAPEYRE,René,18/05/2020
Sarp,65407,FORASTE,Robert,18/05/2020
Sarrancolin,65408,HELARY,Yann,18/05/2020
Sarriac-Bigorre,65409,GRONNIER,Denis,18/05/2020
Sarrouilles,65410,TALBOT,Alain,18/05/2020
Sassis,65411,CAUBE,Christine,18/05/2020
Sauveterre,65412,PIROTTE,Philippe,18/05/2020
Sazos,65413,CASTAGNE,Eric,18/05/2020
Ségalas,65414,PUYO,Jean-Louis,18/05/2020
Ségus,65415,BOUZET,Lucien,18/05/2020
Seich,65416,BARRERE,Claude,18/05/2020
Séméac,65417,BAUBAY,Philippe,18/05/2020
Sénac,65418,LAPEZE-CHARLIER,Antoine,18/05/2020
Sentous,65419,FOUQUET,Isabelle,18/05/2020
Sère-En-Lavedan,65420,PEDARRIBES,Joël,18/05/2020
Sère-Lanso,65421,ARAGNOU,Christiane,18/05/2020
Séron,65422,PAULIEN,Chantal,18/05/2020
Sère-Rustaing,65423,FOURCAUD,Régine,18/05/2020
Sers,65424,NOGUERE,Jean-Louis,18/05/2020
Siarrouy,65425,BATS,Bernard Philippe,18/05/2020
Sinzos,65426,LACASSAGNE,Didier,18/05/2020
Siradan,65427,DEMANGE,Roman,18/05/2020
Sireix,65428,TOULOUZET,Philippe,18/05/2020
Sombrun,65429,DIEUZEIDE,Gérard,18/05/2020
Soréac,65430,FERRERO,Roland,18/05/2020
Sost,65431,ABADIE,Colette,18/05/2020
Soublecause,65432,LACABANNE,Joël,18/05/2020
Soues,65433,LESCOUTE,Roger,18/05/2020
Soulom,65435,MACIAS,Xavier,18/05/2020
Souyeaux,65436,LACOSTE,Pierre,18/05/2020
Tajan,65437,RECURT,André,18/05/2020
Talazac,65438,EUDES,Olivier,18/05/2020
Tarasteix,65439,CONTE-DABAN,Alain,18/05/2020
Tarbes,65440,TRÉMÈGE,Gérard,28/06/2020
Thèbe,65441,ABADIE,Jean-Pierre,18/05/2020
Thermes-Magnoac,65442,LABERENNE,Jean-Michel,18/05/2020
Thuy,65443,DARRE,Eliane,18/05/2020
Tibiran-Jaunac,65444,TAILLEBRESSE,Marie-Noëlle,18/05/2020
Tilhouse,65445,ABADIE,Joëlle,18/05/2020
Tostat,65446,MORA,Bruno,18/05/2020
Tournay,65447,DATAS TAPIE,Nicolas,18/05/2020
Tournous-Darré,65448,DAZET,Joël,18/05/2020
Tournous-Devant,65449,DABEZIES,François,18/05/2020
Tramezaïgues,65450,FOURTINE,Didier,18/05/2020
Trébons,65451,PUJO,Yves,18/05/2020
Trie-Sur-Baïse,65452,GRASSET,Jean-Pierre,18/05/2020
Troubat,65453,PORTE,Alain,18/05/2020
Trouley-Labarthe,65454,BETBEZE,Martine,18/05/2020
Tuzaguet,65455,THIEFFRY,Gaston,18/05/2020
Uglas,65456,FAVARO,Didier,18/05/2020
Ugnouas,65457,HABAS,Christine,18/05/2020
Uz,65458,SASSO,Félix,28/03/2021
Uzer,65459,ALBAN-COLOMES,Chantal,18/05/2020
Vic-En-Bigorre,65460,MENET,Clément,28/06/2020
Vidou,65461,MATHA,Philippe,18/05/2020
Vidouze,65462,BONNARGENT,Alexis,18/05/2020
Viella,65463,COTS,Jean-Pierre,18/05/2020
Vielle-Adour,65464,DANOS,Jean-Christian,18/05/2020
Vielle-Aure,65465,BEYRIÉ,Maryse,18/05/2020
Vielle-Louron,65466,CASCARRE,Victor,18/05/2020
Vier-Bordes,65467,COLLADO,Pascal,18/05/2020
Vieuzos,65468,FOURCAUD,Thierry,18/05/2020
Viey,65469,PRAT,Jean-Pierre,18/05/2020
Viger,65470,SADER,Paul,18/05/2020
Vignec,65471,ISOART,Jean-Michel,18/05/2020
Villefranque,65472,LAURENT,Nelly,18/05/2020
Villelongue,65473,TRAMONT,Pierre,18/05/2020
Villembits,65474,DUBIE,Thierry,18/05/2020
Villenave-Près-Béarn,65476,ARRUYER,Carine,18/05/2020
Villenave-Près-Marsac,65477,PEYCERE,Thérèse,18/05/2020
Viscos,65478,LONCA,Guy,18/05/2020
Visker,65479,VERDOUX,Maryse,18/05/2020
Barèges,65481,ARRIBET,Pascal,18/05/2020
Cantaous,65482,FETIS,Jean-Claude,18/05/2020
Bentayou-Sérée,64111,TEULÉ,Jean-Paul,18/05/2020
Casteide-Doat,64173,LAURENS,Bernard,18/05/2020
Castéra-Loubix,64174,TISNE,François,28/06/2020
Labatut-Figuières,64293,LAFFITTE,Jean-Marc,28/06/2020
Lamayou,64309,LACAZE,Julien,18/05/2020
Maure,64372,GAIGNARD,Katy,18/05/2020
Monségur,64395,ROMEYER,Christian,18/05/2020
Montaner,64398,BIÈS-PÉRÉ,Francis,18/05/2020
Ponson-Debat-Pouts,64451,BOCHER,Franck,28/06/2020
Pontiacq-Viellepinte,64454,PIGNEAUX,David,18/05/2020
Sedze-Maubecq,64515,BAYLÈRE,Patrick,18/05/2020
Arbéost,65018,FRAIZE,Cyrille,18/05/2020
Ferrières,65176,BROGNOLI,Katty,18/05/2020
Cucugnan,11113,DOUMENC,André,18/05/2020
Duilhac-Sous-Peyrepertuse,11123,RAINERO,Alex,28/06/2020
Durban-Corbières,11124,LABORDE,Alain,18/05/2020
Embres-Et-Castelmaure,11125,BENEZIS,Gerard,28/06/2020
Feuilla,11143,GLEIZES,Marie-Jose,18/05/2020
Fitou,11144,ARMANGAU,Alexis,18/05/2020
Fontjoncouse,11152,TENA,Christophe,18/05/2020
Fraissé-Des-Corbières,11157,CERDA,Céline,18/05/2020
Maisons,11213,BLANC,Florie,28/06/2020
Montgaillard,11245,LARRÉGOLA,Michel,18/05/2020
Padern,11270,BERTRAND,Remy Jean,18/05/2020
Paziols,11276,OAKES,Jonathan,28/06/2020
Rouffiac-Des-Corbières,11326,GUICHOU,Franck,18/05/2020
Saint-Jean-De-Barrou,11345,DIAZ,Michel,18/05/2020
Soulatgé,11384,CASTIES,Christian,18/05/2020
Tuchan,11401,BERTRAND,Béatrice,28/06/2020
Villeneuve-Les-Corbières,11431,IZARD,Alain,18/05/2020
Villesèque-Des-Corbières,11436,MAITRE,Catherine,18/05/2020
L'Albère,66001,DE BESOMBES-SINGLA,Marc,18/05/2020
Alenya,66002,MAGDALOU,Jean-André,18/05/2020
Amélie-Les-Bains-Palalda,66003,COSTA,Marie,28/06/2020
Les Angles,66004,POUDADE,Michel,18/05/2020
Angoustrine-Villeneuve-Des-Escaldes,66005,PALLARES,Christian,18/05/2020
Ansignan,66006,GROULT,David,18/05/2020
Arboussols,66007,CABEZA,Fernand,18/05/2020
Argelès-Sur-Mer,66008,PARRA,Antoine,18/05/2020
Arles-Sur-Tech,66009,PLANAS,David,18/05/2020
Ayguatébia-Talau,66010,VICENS,Georges,18/05/2020
Bages,66011,CABRERA,Marie,28/06/2020
Baho,66012,GOT,Patrick,18/05/2020
Baillestavy,66013,MAHIEUX,Eric,28/06/2020
Baixas,66014,FOXONET,Gilles,18/05/2020
Banyuls-Dels-Aspres,66015,BERNARDY,Laurent,18/05/2020
Banyuls-Sur-Mer,66016,SOLÉ,Jean-Michel,18/05/2020
Le Barcarès,66017,FERRAND,Alain,18/05/2020
La Bastide,66018,BAUX,Daniel,18/05/2020
Bélesta,66019,BOURNIOLE,Frederic,18/05/2020
Bolquère,66020,BAUDET,Henri,18/05/2020
Bompas,66021,AUSINA,Laurence,18/05/2020
Boule-D'Amont,66022,BOTEBOL,Claudine,18/05/2020
Bouleternère,66023,TRAFI,Pascal,18/05/2020
Le Boulou,66024,COMES,François,28/06/2020
Bourg-Madame,66025,ARMISEN,Daniel,18/05/2020
Brouilla,66026,TAURINYA,Pierre,18/05/2020
La Cabanasse,66027,POLATO,Serge,28/06/2020
Cabestany,66028,PUGNET,Édith,18/05/2020
Caixas,66029,AUSSEIL,Francis,18/05/2020
Calce,66030,VALIENTE,Bruno,18/05/2020
Calmeilles,66032,CHINAUD,Gérard,18/05/2020
Camélas,66033,BORT,Roger,18/05/2020
Campôme,66034,BOSC,Jean-Louis,18/05/2020
Campoussy,66035,BOYER,Alain,18/05/2020
Canaveilles,66036,NENS,Sébastien,28/06/2020
Canet-En-Roussillon,66037,LODA,Stéphane,18/05/2020
Canohès,66038,CHAMBON,Jean Louis,18/05/2020
Caramany,66039,LEMOINE,Christian,18/05/2020
Casefabre,66040,MORAGAS,Nathan,18/05/2020
Cases-De-Pène,66041,MARTINEZ,Théophile,18/05/2020
Cassagnes,66042,MAROT,Jean-Marie,18/05/2020
Casteil,66043,CHAUVEAU,Olivier,28/06/2020
Castelnou,66044,HUGE,Michel,18/05/2020
Catllar,66045,PUJOL,Josette,28/06/2020
Caudiès-De-Fenouillèdes,66046,CALABRÈSE,Toussainte,18/05/2020
Caudiès-De-Conflent,66047,LANDRIEU,Christian,13/09/2020
Cerbère,66048,GRAU,Christian,28/06/2020
Céret,66049,COSTE,Michel,28/06/2020
Claira,66050,PETIT,Marc,28/06/2020
Clara-Villerach,66051,MARCEL,Patrick,28/06/2020
Codalet,66052,LLANAS,Michel,18/05/2020
Collioure,66053,LLOBET,Guy,18/05/2020
Conat,66054,MESSAGER,Johanna,18/05/2020
Corbère,66055,SILVESTRE,Joseph,18/05/2020
Corbère-Les-Cabanes,66056,SOLER,Gérard,18/05/2020
Corneilla-De-Conflent,66057,ARRO,Patrice,18/05/2020
Corneilla-La-Rivière,66058,LAVILLE,René,28/06/2020
Corneilla-Del-Vercol,66059,MANAS,Christophe,18/05/2020
Corsavy,66060,CHRYSOSTOME,Antoine,18/05/2020
Coustouges,66061,ANRIGO,Michel,18/05/2020
Dorres,66062,COLOMER,Alain,18/05/2020
Les Cluses,66063,PUIGNAU,Alexandre,18/05/2020
Egat,66064,GRAU,Claude,18/05/2020
Elne,66065,GARCIA,Nicolas,28/06/2020
Enveitg,66066,GROS,Bernard,28/06/2020
Err,66067,PEYRATO,Isidore,18/05/2020
Escaro,66068,ASPE,Daniel,18/05/2020
Espira-De-L'Agly,66069,FOURCADE,Philippe,18/05/2020
Espira-De-Conflent,66070,PAILLES,Roger,18/05/2020
Estagel,66071,FERRER,Roger,18/05/2020
Estavar,66072,LEYGUE,Laurent,18/05/2020
Estoher,66073,PERAL,Marie-Edith,28/06/2020
Eus,66074,MONTESSINO,Joseph,18/05/2020
Eyne,66075,BOUSQUET,Alain,18/05/2020
Felluns,66076,FILLOL,Claude,18/05/2020
Fenouillet,66077,RAYNAUD,Jean-Louis,18/05/2020
Fillols,66078,ESCAPE,Claude,18/05/2020
Finestret,66079,GILMANT,Stéphane,28/06/2020
Fontpédrouse,66080,CALVET,Chantal,18/05/2020
Fontrabiouse,66081,BATAILLE,Pierre,18/05/2020
Formiguères,66082,PETITQUEUX,Philippe,28/06/2020
Fosse,66083,MALAPRADE,Christophe,28/06/2020
Fourques,66084,SEVILLA,Fabienne,18/05/2020
Fuilla,66085,TERRIEU,Régis,18/05/2020
Glorianes,66086,DRAGUÉ,Céline,18/05/2020
Ille-Sur-Têt,66088,BURGHOFFER,William,18/05/2020
Joch,66089,VILLELONGUE,Jean-Pierre,18/05/2020
Jujols,66090,DELVIGNE,Yaël,28/06/2020
Lamanère,66091,JUANOLE,Gisèle,28/06/2020
Lansac,66092,LEE,Virginie,18/05/2020
Laroque-Des-Albères,66093,NAUTE,Christian,18/05/2020
Latour-Bas-Elne,66094,BONNEAU,François,18/05/2020
Latour-De-Carol,66095,HOUYAU,Cécile,18/05/2020
Latour-De-France,66096,CARLES,Marc,18/05/2020
Lesquerde,66097,BARTHES,Jacques,18/05/2020
La Llagonne,66098,ASTRUCH,Jean-Pierre,18/05/2020
Llauro,66099,BÉZIAN,Alain,28/06/2020
Llo,66100,MAS,Jean-Marie,18/05/2020
Llupia,66101,RIGALL,Roger,18/05/2020
Mantet,66102,BLAISE,Jean-Luc,28/06/2020
Marquixanes,66103,VANELLE,Jacques,18/05/2020
Los Masos,66104,CASSOLY,Guy,18/05/2020
Matemale,66105,GARCIA,Michel,18/05/2020
Maureillas-Las-Illas,66106,VILA,Jean,18/05/2020
Maury,66107,CHIVILO,Charles,18/05/2020
Millas,66108,GARSAU,Jacques,28/06/2020
Molitg-Les-Bains,66109,QUES,Gérard,28/06/2020
Montalba-Le-Château,66111,MARTINEZ,Marie,28/06/2020
Montauriol,66112,MAURAN,Patrick,18/05/2020
Montbolo,66113,MACABIES,Marie-Josée,18/05/2020
Montescot,66114,SALA,Louis,18/05/2020
Montesquieu-Des-Albères,66115,PONS,Huguette,18/05/2020
Montferrer,66116,GOURGUES,Jean-Marie,18/05/2020
Mont-Louis,66117,CORDELETTE,Joëlle,18/05/2020
Montner,66118,BARBARO,Daniel,28/06/2020
Mosset,66119,TRIADO,Christian,28/06/2020
Nahuja,66120,MAJORAL,Francine,18/05/2020
Néfiach,66121,VILA,Patrice,18/05/2020
Nohèdes,66122,BEGUE,Thierry,18/05/2020
Nyer,66123,ARGILES,André,18/05/2020
Font-Romeu-Odeillo-Via,66124,LUNEAU,Alain,18/05/2020
Olette,66125,JALLAT,Jean-Louis,18/05/2020
Oms,66126,GERICAULT,Patrick,18/05/2020
Opoul-Périllos,66127,SARDA,Patrick,18/05/2020
Oreilla,66128,RODRIGUEZ,Eric,18/05/2020
Ortaffa,66129,PLA,Raymond,18/05/2020
Osséja,66130,CIURANA,Roger Michel Raphael,18/05/2020
Palau-De-Cerdagne,66132,SURROQUE,Stéphane,18/05/2020
Palau-Del-Vidre,66133,GALAN,Bruno,28/06/2020
Passa,66134,BELLEGARDE,Patrick,18/05/2020
Perpignan,66136,ALIOT,Louis,28/06/2020
Le Perthus,66137,THADEE,Thierry,18/05/2020
Peyrestortes,66138,DARIO,Alain,18/05/2020
Pézilla-De-Conflent,66139,BENET,Hervé,18/05/2020
Pézilla-La-Rivière,66140,BILLÉS,Jean-Paul,18/05/2020
Pia,66141,PALMADE,Jérôme,28/06/2020
Planès,66142,RIU,Pierre,18/05/2020
Planèzes,66143,HUILLET,Sidney,18/05/2020
Pollestres,66144,MORICONI,Jean-Charles,18/05/2020
Ponteilla,66145,DADIES,Franck,18/05/2020
Porta,66146,HUGON,Marius,28/06/2020
Porté-Puymorens,66147,AUGÉ,Jean-Philippe,18/05/2020
Port-Vendres,66148,MARTY,Grégory,18/05/2020
Prades,66149,DELCOR,Yves,18/05/2020
Prats-De-Mollo-La-Preste,66150,FERRER,Claude,18/05/2020
Prats-De-Sournia,66151,DEULOFEU,Gilles,18/05/2020
Prugnanes,66152,BINTEIN,Pierre-Henri,18/05/2020
Prunet-Et-Belpuig,66153,BONACAZE,Benoît,18/05/2020
Puyvalador,66154,MARIN,Daniel,18/05/2020
Py,66155,ELLIOTT,Françoise,18/05/2020
Rabouillet,66156,BLANC,Auguste,18/05/2020
Railleu,66157,CAMPS,Patrice,18/05/2020
Rasiguères,66158,FOUSSAT,Paul,18/05/2020
Réal,66159,SEGUY,Jean-Luc,18/05/2020
Reynès,66160,GATOUNES,Guy,18/05/2020
Ria-Sirach,66161,MAURY,Jean,18/05/2020
Rigarda,66162,JOSSE,André,18/05/2020
Rivesaltes,66164,BASCOU,André,28/06/2020
Rodès,66165,BIANCHINI,Marc,18/05/2020
Sahorre,66166,GRAVAS,Olivier,18/05/2020
Saillagouse,66167,ARMENGOL,Georges,18/05/2020
Saint-André,66168,MOLI,Samuel,18/05/2020
Saint-Arnac,66169,CALVET,Guy,18/05/2020
Sainte-Colombe-De-La-Commanderie,66170,DE MAURY,Jérôme,18/05/2020
Saint-Cyprien,66171,DEL POSO,Thierry,18/05/2020
Saint-Estève,66172,VILA,Robert,18/05/2020
Saint-Féliu-D'Amont,66173,OLIVE,Robert,18/05/2020
Saint-Féliu-D'Avall,66174,GARRIDO,Roger,18/05/2020
Saint-Génis-Des-Fontaines,66175,REGOND-PLANAS,Nathalie,18/05/2020
Saint-Hippolyte,66176,GARCIA-VIDAL,Madeleine,18/05/2020
Saint-Jean-Lasseille,66177,XANCHO,Philippe,18/05/2020
Saint-Jean-Pla-De-Corts,66178,GARRABÉ,Robert,18/05/2020
Saint-Laurent-De-Cerdans,66179,CASEILLES,Louis,18/05/2020
Saint-Laurent-De-La-Salanque,66180,DE BESOMBES-SINGLA,Laurence,28/06/2020
Sainte-Léocadie,66181,ARIS,Jean-Marie,18/05/2020
Sainte-Marie-La-Mer,66182,JORDA,Edmond,18/05/2020
Saint-Marsal,66183,METIVIER,Guy,18/05/2020
Saint-Martin-De-Fenouillet,66184,LARROCHE,Jacques,18/05/2020
Saint-Michel-De-Llotes,66185,SOLERE,Jean-Claude,18/05/2020
Saint-Nazaire,66186,TORRENS,Jean-Claude,18/05/2020
Saint-Paul-De-Fenouillet,66187,BAYONA,Jacques,18/05/2020
Saint-Pierre-Dels-Forcats,66188,BLANQUÉ,Pierre,28/06/2020
Saleilles,66189,RALLO,François,18/05/2020
Salses-Le-Château,66190,LOPEZ,Jean-Jacques,18/05/2020
Sansa,66191,TAHOCES,Antoine,18/05/2020
Sauto,66192,SANTANACH,Michel,18/05/2020
Serdinya,66193,MAYDAT,Jean-Marie,18/05/2020
Serralongue,66194,JUANOLA,Philippe,18/05/2020
Le Soler,66195,REVEL-FOURCADE,Armelle,18/05/2020
Sorède,66196,PORTEIX,Yves,18/05/2020
Souanyas,66197,BOBE,Guy,18/05/2020
Sournia,66198,CRAMBES,Yvon,18/05/2020
Taillet,66199,RAYMOND,Alain,18/05/2020
Tarerach,66201,SALIES,Jean-Louis,18/05/2020
Targasonne,66202,DE GERONA,Maurice,18/05/2020
Taulis,66203,MAUGUIN,Martine,18/05/2020
Taurinya,66204,ESTELA,Alain,18/05/2020
Tautavel,66205,ALIS,Francis,28/06/2020
Le Tech,66206,CERVANTES,Guillaume,18/05/2020
Terrats,66207,SALES,Carine,18/05/2020
Théza,66208,THIBAUT,Jean-Jacques,18/05/2020
Thuès-Entre-Valls,66209,ROUCH,Jean-Jacques,28/06/2020
Thuir,66210,OLIVE,René,18/05/2020
Tordères,66211,LESNÉ-MATHIS,Maya,18/05/2020
Torreilles,66212,MEDINA,Marc,18/05/2020
Toulouges,66213,BARTHE,Nicolas,28/06/2020
Tresserre,66214,THIRIET,Michel,28/06/2020
Trévillach,66215,SIRE,Claude,18/05/2020
Trilla,66216,FOURCADE,Didier,18/05/2020
Trouillas,66217,ATTARD,Rémy,18/05/2020
Ur,66218,GANTOU,Francis,18/05/2020
Urbanya,66219,SERVAT,Jean,18/05/2020
Valcebollère,66220,RIBELAYGUE,Jean-Claude,18/05/2020
Valmanya,66221,BOYER,Serge,04/12/2022
Vernet-Les-Bains,66222,GUITART,Henri,28/06/2020
Villefranche-De-Conflent,66223,LECROQ,Patrick,18/05/2020
Villelongue-De-La-Salanque,66224,DEFFRADAS,Whueymar,28/06/2020
Villelongue-Dels-Monts,66225,NIFOSI,Christian,18/05/2020
Villemolaque,66226,LELAURAIN,Annie,18/05/2020
Villeneuve-De-La-Raho,66227,IRLES,Jacqueline,18/05/2020
Villeneuve-La-Rivière,66228,PASCAL,Patrick,18/05/2020
Vinça,66230,GUERIN,Bruno,18/05/2020
Vingrau,66231,CAMPS,Philippe,18/05/2020
Vira,66232,PINEIRO,Pierre,18/05/2020
Vivès,66233,ARNAUDIES,Jacques,18/05/2020
Le Vivier,66234,BOUCHADEL,Eric,18/05/2020
Achenheim,67001,RABOT,Valentin,18/05/2020
Adamswiller,67002,SAEMANN,Alain,18/05/2020
Albé,67003,DUCORDEAUX,Marie-Line,18/05/2020
Sommerau,67004,LORENTZ,Bruno,18/05/2020
Alteckendorf,67005,HIPP,Alain,18/05/2020
Altenheim,67006,RITTER,Laura,28/06/2020
Altorf,67008,EYDER,Bruno,18/05/2020
Altwiller,67009,SCHREINER,Aimé Laurent,18/05/2020
Andlau,67010,FRANTZ,Thierry,18/05/2020
Artolsheim,67011,VOEGELI,Jean-Michel,18/05/2020
Aschbach,67012,HEINTZ,Paul,18/05/2020
Asswiller,67013,STAMMLER,Norbert,18/05/2020
Avolsheim,67016,GÉHIN,Pascal,18/05/2020
Baerendorf,67017,KLEIN,André,18/05/2020
Balbronn,67018,REUTENAUER,Daniel,18/05/2020
Baldenheim,67019,MUHR,Virginie,18/05/2020
Barembach,67020,MEYER,André,18/05/2020
Barr,67021,KALTENBACH-ERNST,Nathalie,18/05/2020
Bassemberg,67022,ESCHRICH,Emmanuel,18/05/2020
Batzendorf,67023,DOLLINGER,Isabelle,18/05/2020
Beinheim,67025,HENTSCH,Bernard,18/05/2020
Bellefosse,67026,MOREL,Alice,18/05/2020
Belmont,67027,HAZEMANN,Guy,18/05/2020
Benfeld,67028,WOLFARTH,Jacky,18/05/2020
Berg,67029,NICKLES,Jean-Pierre,18/05/2020
Bergbieten,67030,GOETZ,Albert,18/05/2020
Bernardswiller,67031,MOTZ,Norbert,18/05/2020
Bernardvillé,67032,RISCH,André,18/05/2020
Bernolsheim,67033,DIERSÉ,Jean-Marc,18/05/2020
Berstett,67034,LASTHAUS,Jean-Claude,18/05/2020
Berstheim,67035,GOTTRI,Rémy,18/05/2020
Bettwiller,67036,HOLTZSCHERER,Gilbert,28/06/2020
Biblisheim,67037,CABIROL DE SAINT GEORGES,Mireille,18/05/2020
Bietlenheim,67038,KIEFFER,Patrick,18/05/2020
Bilwisheim,67039,DENNI,Patrick,28/06/2020
Bindernheim,67040,MEMHELD,Christian,18/05/2020
Bischheim,67043,HOERLE,Jean-Louis,28/06/2020
Bischholtz,67044,SPACH,Thierry,18/05/2020
Bischoffsheim,67045,LUTZ,Claude,18/05/2020
Bischwiller,67046,NETZER,Jean-Lucien,18/05/2020
Bissert,67047,SCHORUNG,Francis,18/05/2020
Bitschhoffen,67048,ANSTETT,François,18/05/2020
Blaesheim,67049,BAUR,Jacques,18/05/2020
Blancherupt,67050,KROUCH,Sylvie,18/05/2020
Blienschwiller,67051,SOHLER,Jean-Marie,18/05/2020
Boersch,67052,JUNG,Colette,18/05/2020
Boesenbiesen,67053,LAUFFENBURGER,Mathieu,18/05/2020
Bolsenheim,67054,GIRARD,Patrick,18/05/2020
Boofzheim,67055,KLETHI,Eric,18/05/2020
Bootzheim,67056,ROHMER,Clément,18/05/2020
Bosselshausen,67057,JOST-LIENHARD,Laurence,18/05/2020
Bossendorf,67058,SCHAEFFER,Eric,18/05/2020
Bourg-Bruche,67059,DELLENBACH,Marc,18/05/2020
Bourgheim,67060,CORNEC,Jacques,18/05/2020
Bouxwiller,67061,MICHEL,Patrick,18/05/2020
Breitenau,67062,JANUS,Serge,18/05/2020
Breitenbach,67063,PIELA,Jean-Pierre,18/05/2020
Breuschwickersheim,67065,TERNOY,Doris,18/05/2020
La Broque,67066,PANNEKOECKE,Jean-Bernard,18/05/2020
Brumath,67067,WOLF,Etienne,18/05/2020
Buswiller,67068,ETTER,Daniel,18/05/2020
Buhl,67069,POUILLARD,Sylvie,18/05/2020
Burbach,67070,KLEIN,Christian,18/05/2020
Bust,67071,BELTRAN,Michel,28/06/2020
Butten,67072,STOCK,Bruno,18/05/2020
Châtenois,67073,ADONETH,Luc,18/05/2020
Cleebourg,67074,STRAPPAZON,Serge,18/05/2020
Climbach,67075,GILLMING,Pierre,18/05/2020
Colroy-La-Roche,67076,FLUCK,Emile,18/05/2020
Cosswiller,67077,SCHNEIDER,François,28/06/2020
Crastatt,67078,KUNTZ-SARLAT,Martine,18/05/2020
Croettwiller,67079,SITTER,Jean-Louis,18/05/2020
Dachstein,67080,MARTZ,Laetitia,18/05/2020
Dahlenheim,67081,WINLING,Nicolas,18/05/2020
Dalhunden,67082,DEGOURSY,Michel,18/05/2020
Dambach,67083,HERZOG,Joël,18/05/2020
Dambach-La-Ville,67084,HAULLER,Claude,18/05/2020
Dangolsheim,67085,BLAESS,Fabien,18/05/2020
Daubensand,67086,BRONN,Estelle,18/05/2020
Dauendorf,67087,BEBON,Claude,18/05/2020
Dehlingen,67088,SCHICKNER,Barbara,18/05/2020
